Cause Name,Discovery Calendar Year,Discovery Date (Years),Fire Size Class,Statiscal Fire Cause,Fire Number,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Month,Total Acres Burned,Fire Name
Arson,"2,002","2,002",0.5 - 10 acres,7,6,36.925,-84.2861,2,2,BARK CAMP I
Arson,"2,002","2,002",0.5 - 10 acres,7,7,36.9167,-84.3,2,5,BARK CAMP II
Arson,"2,002","2,002",0.5 - 10 acres,7,4,37.5514,-88.2792,2,1,DECKER SPRINGS
Debris Burning,"2,002","2,002",10 - 100 acres,5,22,33.15,-79.7003,2,15,ARTHUR RAVENEL
Miscellaneous,"2,002","2,002",10 - 100 acres,9,6,36.07,-92.3533,2,20,TARPEN
Arson,"2,002","2,002",10 - 100 acres,7,23,33.2333,-79.85,2,13,OLD CAMP
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,29,31.6033,-90.6433,2,4,STUCK DOZER
Arson,"2,002","2,002",0.5 - 10 acres,7,8,32.2594,-110.6617,2,1,FALLS
Arson,"2,002","2,002",0.5 - 10 acres,7,5,37.5556,-88.2639,2,4,597A ROAD
Arson,"2,002","2,002",< 0.25 acres,7,32,36.8236,-93.0081,2,0,PEACE
Arson,"2,002","2,002",< 0.25 acres,7,9,36.875,-84.27,2,0,BARK CAMP III
Arson,"2,002","2,002",< 0.25 acres,7,33,36.8256,-92.9642,2,0,FT. BALD
Arson,"2,002","2,002",0.5 - 10 acres,7,8,34.6969,-94.8511,2,2,PASTURE
Arson,"2,002","2,002",0.5 - 10 acres,7,48,34.815,-89.26,2,5,BIG GULLY
Arson,"2,002","2,002",10 - 100 acres,7,9,34.6339,-94.6672,2,20,PATTERSON
Lightning,"2,002","2,002",10 - 100 acres,1,12,31.1186,-86.5514,2,79,OILWELL
Miscellaneous,"2,002","2,002",< 0.25 acres,9,1,35.5875,-99.5775,2,0,DOBSON
Arson,"2,002","2,002",10 - 100 acres,7,32,32.9333,-79.8167,2,32,TUXBURY
Arson,"2,002","2,002",0.5 - 10 acres,7,29,32.9333,-79.8,2,2,MADISON
Arson,"2,002","2,002",0.5 - 10 acres,7,30,32.9333,-79.8,2,1,MONROE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,9,35.175,-83.6617,2,1,LAKE SHORE
Arson,"2,002","2,002",10 - 100 acres,7,28,32.9675,-79.8169,2,12,OLD HICKORY
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,58,35.0839,-84.3358,2,5,PROPANE
Arson,"2,002","2,002",10 - 100 acres,7,26,32.9833,-79.7667,2,73,GEORGE WASHINGTON
Arson,"2,002","2,002",100 - 300 acres,7,27,32.9856,-79.7683,2,159,KENNEDY
Miscellaneous,"2,002","2,002",100 - 300 acres,9,8,33.8011,-85.6006,2,160,HITCHING BENCH
Arson,"2,002","2,002",0.5 - 10 acres,7,31,32.9833,-79.7669,2,3,CLINTON
Arson,"2,002","2,002",10 - 100 acres,7,10,34.2,-87.2667,2,85,MILE CREEK
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,15,31.46,-88.845,2,1,MALONE
Debris Burning,"2,002","2,002","300 - 1,000 acres",5,10,31.0833,-89.1533,2,320,JOHN ROAD
Arson,"2,002","2,002",0.5 - 10 acres,7,10,35.0589,-84.17,2,4,CHEROKEE LAKE
Arson,"2,002","2,002",0.5 - 10 acres,7,6,37.3736,-89.3194,2,5,SILICA HILL
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,11,35.19,-83.295,2,1,MILLER
Miscellaneous,"2,002","2,002",10 - 100 acres,9,21,34.6414,-85.0067,2,45,HENRY OWEN ROAD
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,14,38.9069,-86.5478,2,1,BRIARWOOD
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,15,39.02,-86.2217,2,2,MAUMEE
Campfire,"2,002","2,002",< 0.25 acres,4,13,38.6894,-86.6353,2,0,BONDS/POND FIRE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,16,38.9842,-86.3958,2,2,MARTIN HOLLOW
Miscellaneous,"2,002","2,002",10 - 100 acres,9,7,34.6003,-90.5772,2,88,BYRD
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,8,37.6264,-90.9767,2,2,KEITH SPRINGS
Arson,"2,002","2,002",10 - 100 acres,7,34,36.6636,-92.7425,2,59,PANORAMA
Arson,"2,002","2,002",10 - 100 acres,7,35,36.6803,-92.7978,2,20,WOLF JUNCTION
Debris Burning,"2,002","2,002",10 - 100 acres,5,22,33.65,-83.2667,2,43,BOSWELL
Arson,"2,002","2,002",< 0.25 acres,7,11,36.0517,-92.405,2,0,STEVE
Arson,"2,002","2,002",< 0.25 acres,7,15,36.0533,-92.405,2,0,BRIAN
Arson,"2,002","2,002",0.5 - 10 acres,7,12,36.0583,-92.4367,2,8,JIM
Arson,"2,002","2,002",10 - 100 acres,7,9,36.0567,-92.43,2,40,RON
Arson,"2,002","2,002",10 - 100 acres,7,13,36.0583,-92.44,2,70,JOE
Arson,"2,002","2,002",10 - 100 acres,7,10,36.0567,-92.4317,2,60,PAUL
Arson,"2,002","2,002",10 - 100 acres,7,14,36.06,-92.4467,2,14,BOB
Arson,"2,002","2,002",10 - 100 acres,7,8,36.0517,-92.405,2,37,RAND
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,23,34.8708,-83.4069,2,0,MITCHELL
Equipment Use,"2,002","2,002",10 - 100 acres,2,11,31.1333,-88.9833,2,75,MULE HEAD
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,12,34.9633,-76.9633,2,1,POWERLINE
Miscellaneous,"2,002","2,002",10 - 100 acres,9,33,33.2,-79.5833,2,25,MINNOW SPRINGS
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,11,31.2408,-92.7042,2,6,011 COLEMAN
Debris Burning,"2,002","2,002",< 0.25 acres,5,62,30.1919,-84.8806,2,0,VILAS
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,30,31.3217,-91.175,2,2,3-CORNERS
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,10,37.9853,-83.5189,2,2,SKIDMORE
Debris Burning,"2,002","2,002",< 0.25 acres,5,17,37.9178,-86.73,2,0,GIRL SCOUT RD FIRE
Arson,"2,002","2,002",0.5 - 10 acres,7,13,35.0333,-77.0833,2,3,BRICES CREEK
Miscellaneous,"2,002","2,002",< 0.25 acres,9,77,39.7453,-105.4394,2,0,KERMITS
Debris Burning,"2,002","2,002",100 - 300 acres,5,15,30.4997,-82.3133,2,100,BETHEA
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,2,35.5731,-99.6661,2,3,GOLF COURSE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,18,29.0069,-81.7858,2,1,FERRY STARKES
Campfire,"2,002","2,002",< 0.25 acres,4,5,35.3183,-111.5167,2,0,CINDER
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,9,34.3494,-111.2036,2,2,MANACO
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,11,37.0767,-84.2328,2,1,DAYLIGHT BRANCH
Smoking,"2,002","2,002",10 - 100 acres,3,9,31.4264,-110.4517,2,15,PARKER
Arson,"2,002","2,002",10 - 100 acres,7,13,30.9583,-93.1,2,40,013 VERNON STATE 1
Miscellaneous,"2,002","2,002",< 0.25 acres,9,10,33.85,-111.4611,2,0,NELL
Miscellaneous,"2,002","2,002",10 - 100 acres,9,19,29.0294,-81.5858,2,50,SHOCKLEY
Arson,"2,002","2,002",0.5 - 10 acres,7,2,38.2061,-80.0883,2,6,STILLWELL
Campfire,"2,002","2,002",< 0.25 acres,4,10,32.475,-110.8667,2,0,COTTONWOOD
Arson,"2,002","2,002",0.5 - 10 acres,7,13,34.5822,-118.6961,2,1,DUMPSTER
Miscellaneous,"2,002","2,002",< 0.25 acres,9,14,34.5711,-118.4628,2,0,BEE
Children,"2,002","2,002",< 0.25 acres,8,11,34.2653,-111.2167,2,0,PINYON
Arson,"2,002","2,002",0.5 - 10 acres,7,10,34.6569,-94.6486,2,1,PASHUBEE
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,11,34.9633,-94.2033,2,2,TIRE
Arson,"2,002","2,002",10 - 100 acres,7,13,33.8344,-85.5678,2,82,LADIES
Arson,"2,002","2,002",10 - 100 acres,7,16,35.6356,-93.5639,2,20,GAS WELL
Smoking,"2,002","2,002",< 0.25 acres,3,1,39.5833,-105.9833,2,0,KEYSTONE MOUNTAIN
Campfire,"2,002","2,002",< 0.25 acres,4,15,34.155,-117.9181,2,0,CAMP
Miscellaneous,"2,002","2,002",< 0.25 acres,9,2,35.7022,-118.4183,2,0,LOG
Debris Burning,"2,002","2,002",10 - 100 acres,5,12,34.7936,-94.7156,2,15,LUNDY
Arson,"2,002","2,002",0.5 - 10 acres,7,14,35.0439,-84.0483,2,2,STILLHOUSE BRANCH
Debris Burning,"2,002","2,002",100 - 300 acres,5,2,38.45,-119.1667,2,200,RASACHI
Children,"2,002","2,002",< 0.25 acres,8,12,34.3219,-111.0131,2,0,CHRISTOPHER
Equipment Use,"2,002","2,002",< 0.25 acres,2,15,34.7619,-93.5114,2,0,SMITH
Arson,"2,002","2,002",0.5 - 10 acres,7,11,37.5039,-91.2017,2,4,GREELY
Miscellaneous,"2,002","2,002",10 - 100 acres,9,10,37.6525,-91.3575,2,12,MM FIRE
Debris Burning,"2,002","2,002",100 - 300 acres,5,3,40.7289,-105.3125,2,190,PREVENT
Arson,"2,002","2,002",10 - 100 acres,7,36,36.9186,-92.9458,2,45,ROMEO
Miscellaneous,"2,002","2,002",10 - 100 acres,9,12,37.7181,-90.8353,2,35,PRUITT MTN
Arson,"2,002","2,002",10 - 100 acres,7,25,34.6833,-84.1833,2,60,WILDCAT
Miscellaneous,"2,002","2,002",10 - 100 acres,9,12,31.125,-89.0717,2,17,OP-5
Arson,"2,002","2,002",0.5 - 10 acres,7,14,33.7844,-85.4692,2,8,WALNUT
Arson,"2,002","2,002",10 - 100 acres,7,24,34.7,-84.1833,2,18,JOHN DICK
Arson,"2,002","2,002",0.5 - 10 acres,7,6,30.4558,-95.64,2,1,SCOTTS RIDGE
Campfire,"2,002","2,002",10 - 100 acres,4,4,40.1067,-105.325,2,40,LEFTHAND
Campfire,"2,002","2,002",< 0.25 acres,4,5,40.1083,-105.3233,2,0,RIGHTHAND
Arson,"2,002","2,002",10 - 100 acres,7,37,36.7586,-92.8103,2,24,CHIGGER GULCH
Miscellaneous,"2,002","2,002",< 0.25 acres,9,13,33.3278,-110.8056,2,0,CCC
Miscellaneous,"2,002","2,002",< 0.25 acres,9,6,34.6094,-112.6083,2,0,BIG 5 FIRE
Arson,"2,002","2,002",< 0.25 acres,7,26,35.795,-93.2461,2,0,ROSETTA COMPLEX #9
Campfire,"2,002","2,002",< 0.25 acres,4,7,34.6175,-112.6075,2,0,DIVISION WELL
Debris Burning,"2,002","2,002",100 - 300 acres,5,7,31.1569,-95.0069,2,130,NORTH CREEK
Miscellaneous,"2,002","2,002",10 - 100 acres,9,13,37.6458,-91.05,2,76,NEALS CREEK
Miscellaneous,"2,002","2,002",< 0.25 acres,9,15,35.6767,-82.1467,2,0,TWO FORDS
Arson,"2,002","2,002",10 - 100 acres,7,13,34.6503,-93.1253,2,23,BLAKELY FIRE
Arson,"2,002","2,002",0.5 - 10 acres,7,20,36.7536,-91.2706,2,4,BUCK BAY
Arson,"2,002","2,002",10 - 100 acres,7,38,36.9858,-92.1461,2,15,GILBERT
Debris Burning,"2,002","2,002",10 - 100 acres,5,12,37.3011,-83.5847,2,40,MISTLETOE
Arson,"2,002","2,002",0.5 - 10 acres,7,16,31.4667,-88.85,2,1,POPUP
Arson,"2,002","2,002",0.5 - 10 acres,7,21,36.6989,-91.2328,2,1,DITCH ROAD
Arson,"2,002","2,002",100 - 300 acres,7,17,31.4433,-88.9367,2,232,OYESTER
Arson,"2,002","2,002",0.5 - 10 acres,7,13,36.8778,-84.2756,2,6,DEVIL'S CREEK
Arson,"2,002","2,002",10 - 100 acres,7,14,31.6075,-92.5183,2,13,014 COON ROAD
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,21,38.4542,-86.4542,2,1,YOUNG'S CREEK FIRE
Arson,"2,002","2,002",< 0.25 acres,7,22,36.7289,-91.2169,2,0,WHITTEN
Equipment Use,"2,002","2,002",< 0.25 acres,2,14,37.6369,-92.3931,2,0,K HWY
Children,"2,002","2,002",< 0.25 acres,8,16,35.7333,-82.1167,2,0,HOT SPARKS
Arson,"2,002","2,002",0.5 - 10 acres,7,7,37.1433,-82.6211,2,1,ALMIRA HOSPITAL
Arson,"2,002","2,002",10 - 100 acres,7,16,33.8675,-85.4131,2,12,RODDEN
Arson,"2,002","2,002",10 - 100 acres,7,14,34.705,-94.1767,2,80,MCCURRY
Miscellaneous,"2,002","2,002",< 0.25 acres,9,8,37.1547,-81.1247,2,0,612
Arson,"2,002","2,002",0.5 - 10 acres,7,14,36.7417,-84.3389,2,5,ELVIS
Arson,"2,002","2,002",0.5 - 10 acres,7,17,35.7989,-93.3481,2,5,BLUFF
Arson,"2,002","2,002",< 0.25 acres,7,18,35.7639,-93.3625,2,0,ROSETTA COMPLEX #1
Arson,"2,002","2,002",< 0.25 acres,7,19,35.7539,-93.3761,2,0,ROSETTA COMPLEX #2
Arson,"2,002","2,002",10 - 100 acres,7,23,37.0261,-91.3731,2,10,LATE NIGHT
Arson,"2,002","2,002",< 0.25 acres,7,20,35.74,-93.3767,2,0,ROSETTA COMPLEX #3
Arson,"2,002","2,002",0.5 - 10 acres,7,21,35.7278,-93.3408,2,1,ROSETTA COMPLEX #4
Arson,"2,002","2,002",0.5 - 10 acres,7,22,35.7414,-93.3425,2,3,ROSETTA COMPLEX #5
Arson,"2,002","2,002",0.5 - 10 acres,7,23,35.7519,-93.3333,2,2,ROSETTA COMPLEX #6
Arson,"2,002","2,002",0.5 - 10 acres,7,24,35.7581,-93.3183,2,2,ROSETTA COMPLEX #7
Arson,"2,002","2,002",< 0.25 acres,7,25,35.7625,-93.3033,2,0,ROSETTA COMPLEX #8
Campfire,"2,002","2,002",< 0.25 acres,4,11,32.3667,-110.695,2,0,MIDDLE BEAR
Miscellaneous,"2,002","2,002",100 - 300 acres,9,18,35.3217,-83.9617,2,175,SEVEN SPRINGS
Debris Burning,"2,002","2,002",10 - 100 acres,5,27,36.2028,-82.3117,2,70,SIOTA
Miscellaneous,"2,002","2,002",100 - 300 acres,9,15,37.7764,-83.7136,2,167,BOYD HOLLOW
Arson,"2,002","2,002",0.5 - 10 acres,7,19,35.0486,-84.1003,2,2,TRUSSELL
Arson,"2,002","2,002",10 - 100 acres,7,17,35.0486,-84.0992,2,10,LAKEVIEW
Debris Burning,"2,002","2,002",10 - 100 acres,5,26,34.7025,-85.0436,2,32,HURRICANE
Smoking,"2,002","2,002",0.5 - 10 acres,3,34,33.1847,-79.5847,2,1,MARLBORO
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,13,30.9633,-89.0417,2,3,WILDERNESS
Debris Burning,"2,002","2,002",100 - 300 acres,5,15,32.725,-86.9811,2,200,J.W.
Debris Burning,"2,002","2,002",< 0.25 acres,5,3,33.3,-81.7833,2,0,POND
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,17,36.7739,-84.3917,2,6,BARNEY
Arson,"2,002","2,002",< 0.25 acres,7,16,36.8781,-84.4186,2,0,MILL CREEK ROAD
Campfire,"2,002","2,002",0.5 - 10 acres,4,14,34.2183,-111.6967,2,5,CANOE
Smoking,"2,002","2,002",0.5 - 10 acres,3,35,33.1847,-79.6339,2,1,TIGER TAIL
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,20,35.6847,-82.4025,2,3,CRAGGY
Debris Burning,"2,002","2,002",10 - 100 acres,5,21,35.745,-82.9386,2,30,NAKED TOP
Arson,"2,002","2,002",0.5 - 10 acres,7,36,33.0336,-79.5839,2,2,WHITE STONE
Arson,"2,002","2,002",< 0.25 acres,7,22,38.6942,-82.6611,2,0,TR 41 N
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,37,33.2172,-79.8011,2,1,HARLEY
Arson,"2,002","2,002",10 - 100 acres,7,18,37.2172,-83.6689,2,40,CHEAP
Miscellaneous,"2,002","2,002",10 - 100 acres,9,1,35.3314,-84.3083,2,12,BRENDA
Arson,"2,002","2,002","1,000 - 5,000 acres",7,38,33.3389,-79.8806,2,"1,922",MONKEY FACE
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,16,34.5458,-118.67,2,3,FREEWAY
Miscellaneous,"2,002","2,002",10 - 100 acres,9,17,33.4683,-85.9186,2,25,CHEROKEE
Arson,"2,002","2,002","300 - 1,000 acres",7,39,33.2806,-79.9597,2,325,GREEN Z
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,22,34.9717,-76.9583,2,4,TEN TALL PINES
Miscellaneous,"2,002","2,002",10 - 100 acres,9,16,31.4725,-93.1497,2,15,016 DODD
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,8,31.1783,-94.9847,2,0,POWERLINE NORTH
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,9,31.1769,-94.9858,2,1,POWERLINE SOUTH
Arson,"2,002","2,002",10 - 100 acres,7,15,31.025,-92.975,2,52,015 DOVE FIELD
Campfire,"2,002","2,002",0.5 - 10 acres,4,1,45.5556,-122.3678,2,1,DELTA #1
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,40,34.4667,-81.5833,2,2,ROSE HILL FIRE
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,10,31.275,-94.1083,2,1,RAYBURN PARK HIGHWAY
Arson,"2,002","2,002",0.5 - 10 acres,7,17,31.5492,-92.5825,2,1,017 FIRE TOWER ROAD
Debris Burning,"2,002","2,002",< 0.25 acres,5,2,40.8008,-122.4006,2,0,ANTLERS
Railroad,"2,002","2,002",10 - 100 acres,6,4,33.1361,-81.6361,2,77,ROBBINS
Miscellaneous,"2,002","2,002",< 0.25 acres,9,8,34.4178,-112.3917,2,0,VAN
Campfire,"2,002","2,002",< 0.25 acres,4,1,33.0689,-108.0025,2,0,TERRY
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,23,35.45,-80.0022,2,1,CEDAR POST
Arson,"2,002","2,002",10 - 100 acres,7,41,33.2183,-79.9019,2,27,KNUCKLHEAD
Arson,"2,002","2,002",0.5 - 10 acres,7,42,33.2189,-79.8689,2,2,BLACK BUTTE
Arson,"2,002","2,002",0.5 - 10 acres,7,43,33.2186,-79.8686,2,3,ANGUS
Arson,"2,002","2,002",0.5 - 10 acres,7,44,33.2183,-79.8681,2,4,BIG MAC
Arson,"2,002","2,002",0.5 - 10 acres,7,16,33.94,-94.565,2,3,BLACK CREEK
Campfire,"2,002","2,002","1,000 - 5,000 acres",4,12,31.4017,-110.315,2,"2,189",OVERSITE
Smoking,"2,002","2,002",0.5 - 10 acres,3,2,34.4511,-110.4636,2,3,DUTCH
Miscellaneous,"2,002","2,002",< 0.25 acres,9,6,34.7017,-111.7186,2,0,WINTER
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,14,30.9361,-89.1217,2,2,CROSS ROADS
Arson,"2,002","2,002",10 - 100 acres,7,27,35.6867,-94.4,2,20,PEACEFUL
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,24,35.4678,-80.0342,2,1,ELDORADO
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,45,33.0353,-79.5839,2,2,DONUT
Debris Burning,"2,002","2,002",100 - 300 acres,5,31,31.2567,-90.9167,2,220,WHITTINGTON
Arson,"2,002","2,002",10 - 100 acres,7,11,31.0708,-94.2347,2,40,GO BACK
Arson,"2,002","2,002",0.5 - 10 acres,7,49,34.455,-89.3067,2,1,LOST BALL
Debris Burning,"2,002","2,002",10 - 100 acres,5,17,33.7564,-94.5797,2,20,STARLITE
Arson,"2,002","2,002",0.5 - 10 acres,7,12,30.5617,-95.1383,2,1,COLDSPRINGS
Arson,"2,002","2,002",0.5 - 10 acres,7,39,37.0122,-92.1208,2,0,NO NAME 2
Campfire,"2,002","2,002",0.5 - 10 acres,4,15,34.3831,-111.0997,3,3,HATCHERY
Arson,"2,002","2,002",< 0.25 acres,7,7,37.6389,-89.3556,3,0,LIVE AMMO
Debris Burning,"2,002","2,002",10 - 100 acres,5,50,34.6067,-89.225,3,32,IDONO
Arson,"2,002","2,002",0.5 - 10 acres,7,18,31.4975,-88.79,3,1,207M
Miscellaneous,"2,002","2,002",10 - 100 acres,9,25,35.8331,-82.2147,3,72,UPPER WHITE OAK
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,9,34.46,-112.4228,3,1,SPRUCE
Arson,"2,002","2,002",10 - 100 acres,7,19,33.0125,-87.2631,3,15,HAYSOP CHURCH
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,27,34.9047,-83.4619,3,6,ZEUS
Children,"2,002","2,002",0.5 - 10 acres,8,18,33.5,-85.9172,3,1,DEAD PUPPY
Miscellaneous,"2,002","2,002",< 0.25 acres,9,12,33.6578,-117.3894,3,0,JAMIESON
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,40,36.05,-82.7833,3,5,SUSONG
Campfire,"2,002","2,002",0.5 - 10 acres,4,3,38.4356,-119.1008,3,2,SONOMA
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,13,33.7472,-117.3667,3,0,CREEK
Miscellaneous,"2,002","2,002",< 0.25 acres,9,20,28.9922,-81.7342,3,0,NICOTOON
Miscellaneous,"2,002","2,002",< 0.25 acres,9,21,28.9908,-81.7356,3,0,NICOTOON
Debris Burning,"2,002","2,002",< 0.25 acres,5,9,36.6322,-81.7864,3,0,TRESTLE # 17
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,17,34.5794,-118.6989,3,1,RANGER
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,1,39.2858,-120.8669,3,2,CHALK
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,2,37.6014,-119.8528,3,2,HITES
Campfire,"2,002","2,002",< 0.25 acres,4,15,33.7322,-116.7083,3,0,SOUTH RIDGE
Campfire,"2,002","2,002",< 0.25 acres,4,16,33.6333,-110.95,3,0,DIVERSION
Campfire,"2,002","2,002",< 0.25 acres,4,1,43.0778,-122.6872,3,0,SUMP
Miscellaneous,"2,002","2,002",10 - 100 acres,9,16,31.3403,-111.0244,3,80,POTRERO
Arson,"2,002","2,002",< 0.25 acres,7,13,31.2778,-93.7358,3,0,COLD
Equipment Use,"2,002","2,002",< 0.25 acres,2,11,34.2431,-117.4081,3,0,BOUNDRY
Equipment Use,"2,002","2,002",< 0.25 acres,2,12,34.0786,-116.9583,3,0,BASSLER
Debris Burning,"2,002","2,002",< 0.25 acres,5,3,36.7631,-119.0808,3,0,ARMENIAN
Campfire,"2,002","2,002",< 0.25 acres,4,5,34.3278,-110.7167,3,0,MIDDLE
Children,"2,002","2,002",< 0.25 acres,8,1,39.9339,-120.9169,3,0,SUGAR
Arson,"2,002","2,002",0.5 - 10 acres,7,51,34.9517,-89.035,3,1,TOWER
Arson,"2,002","2,002",0.5 - 10 acres,7,19,31.3556,-88.6239,3,5,PULLIAM
Campfire,"2,002","2,002",< 0.25 acres,4,1,41.285,-123.5672,3,0,ULLATHORNE
Campfire,"2,002","2,002",0.5 - 10 acres,4,22,30.3417,-84.315,3,9,NO WAY
Campfire,"2,002","2,002",< 0.25 acres,4,10,34.47,-112.5011,3,0,LOG
Campfire,"2,002","2,002",10 - 100 acres,4,14,31.3514,-94.2542,3,15,HARVEY CREEK
Miscellaneous,"2,002","2,002",10 - 100 acres,9,19,31.0842,-92.5717,3,20,019 CALLAHAN
Miscellaneous,"2,002","2,002",< 0.25 acres,9,17,33.6861,-111.5,3,0,SUGAR
Miscellaneous,"2,002","2,002",10 - 100 acres,9,32,31.73,-90.6917,3,70,PLEASANT HILL TOWER
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,15,31.6347,-94.0847,3,1,SANDY
Arson,"2,002","2,002",10 - 100 acres,7,59,35.0917,-84.6958,3,12,HICKS
Arson,"2,002","2,002",0.5 - 10 acres,7,52,33.9633,-89.7917,3,1,CURRY LAKE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,16,31.7864,-93.8983,3,9,WATERMELON
Arson,"2,002","2,002",10 - 100 acres,7,25,37.3117,-84.2317,3,36,PINEY BRANCH
Children,"2,002","2,002",< 0.25 acres,8,7,34.6011,-111.8672,3,0,APACHE
Children,"2,002","2,002",0.5 - 10 acres,8,13,34.2625,-117.125,3,3,SCOUT
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,18,34.2725,-111.38,3,0,HOUSTON
Debris Burning,"2,002","2,002",10 - 100 acres,5,22,30.5317,-89.005,3,20,TOWNLEY ROAD
Miscellaneous,"2,002","2,002",< 0.25 acres,9,18,34.2842,-118.2181,3,0,STONYVALE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,2,33.5169,-105.7469,3,1,NOGAL
Arson,"2,002","2,002",10 - 100 acres,7,17,31.1417,-94.3708,3,24,SMOKE HOUND
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,8,38.7639,-82.63,3,4,MT. OLIVE
Arson,"2,002","2,002",0.5 - 10 acres,7,18,34.795,-94.2067,3,3,MCCURRY#2
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,10,37.6833,-80.2347,3,6,UPLAND ROAD
Arson,"2,002","2,002",< 0.25 acres,7,43,36.6425,-90.8972,3,0,LOST SPOT FIRE
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,20,37.1011,-83.6514,3,1,LUCKY
Debris Burning,"2,002","2,002",< 0.25 acres,5,18,38.9747,-86.4147,3,0,MEADOWS CHURCH
Debris Burning,"2,002","2,002",10 - 100 acres,5,21,34.3,-87.3167,3,87,PINE TORCH
Campfire,"2,002","2,002",< 0.25 acres,4,11,34.8169,-112.25,3,0,CHINA DAM
Miscellaneous,"2,002","2,002","300 - 1,000 acres",9,23,31.1322,-88.9764,3,441,ROBERTS
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,46,34.8672,-83.1169,3,1,GREEN
Arson,"2,002","2,002",10 - 100 acres,7,18,31.1333,-94.3686,3,24,SMOKE HOUND 2
Arson,"2,002","2,002",< 0.25 acres,7,20,38.7419,-82.5378,3,0,COUNTY ROAD #2
Arson,"2,002","2,002",0.5 - 10 acres,7,60,35.2458,-84.5403,3,1,GEE CREEK
Arson,"2,002","2,002",0.5 - 10 acres,7,19,38.7417,-82.5381,3,4,COUNTY ROAD #1
Debris Burning,"2,002","2,002",10 - 100 acres,5,26,35.8525,-82.9008,3,15,MINK
Arson,"2,002","2,002",0.5 - 10 acres,7,33,31.2983,-91.0217,3,2,ROYAL CHAPEL
Miscellaneous,"2,002","2,002",10 - 100 acres,9,20,31.1494,-92.6358,3,48,020 ANDRIES
Arson,"2,002","2,002",0.5 - 10 acres,7,24,31.1217,-88.855,3,3,BP
Arson,"2,002","2,002",0.5 - 10 acres,7,28,34.85,-84.1333,3,3,MABRY #2
Miscellaneous,"2,002","2,002",< 0.25 acres,9,13,32.2594,-110.6442,3,0,MILE POST 7
Miscellaneous,"2,002","2,002",< 0.25 acres,9,20,32.2594,-110.6442,3,0,SHOOTING
Arson,"2,002","2,002",10 - 100 acres,7,20,33.4019,-85.9019,3,70,2-SMOKE
Arson,"2,002","2,002",0.5 - 10 acres,7,18,32.1078,-92.8289,3,4,018 MITCH
Arson,"2,002","2,002",0.5 - 10 acres,7,19,34.6656,-94.6156,3,1,BC TRAILHEAD
Arson,"2,002","2,002",0.5 - 10 acres,7,47,33.2167,-79.6167,3,3,RECYCLE
